mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_min_impurity_decrease,param_max_features,param_max_depth,param_criterion,param_ccp_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.9455074548721314,0.030333583369207943,0.12355422973632812,0.005610125556646406,500,5,8,0.005,0.8,10,gini,0.005,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 8, 'min_impurity_decrease': 0.005, 'max_features': 0.8, 'max_depth': 10, 'criterion': 'gini', 'ccp_alpha': 0.005}",0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.45,0.35000000000000003,323
0.5689199447631836,0.005974785659164113,0.07915465831756592,0.004349796957001859,300,3,7,0.1,0.5,25,entropy,0.2,"{'n_estimators': 300, 'min_samples_split': 3, 'min_samples_leaf': 7, 'min_impurity_decrease': 0.1, 'max_features': 0.5, 'max_depth': 25, 'criterion': 'entropy', 'ccp_alpha': 0.2}",0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.55,0.35,22
1.410451078414917,0.09446721509053048,0.1691988706588745,0.009067088448729502,700,12,1,0.0,0.7,25,gini,0.005,"{'n_estimators': 700, 'min_samples_split': 12, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.0, 'max_features': 0.7, 'max_depth': 25, 'criterion': 'gini', 'ccp_alpha': 0.005}",0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.45,0.35000000000000003,323
0.21028172969818115,0.018949961592460426,0.038391280174255374,0.005472446644071986,100,12,6,0.02,0.5,25,entropy,0.02,"{'n_estimators': 100, 'min_samples_split': 12, 'min_samples_leaf': 6, 'min_impurity_decrease': 0.02, 'max_features': 0.5, 'max_depth': 25, 'criterion': 'entropy', 'ccp_alpha': 0.02}",0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.55,0.35,22
0.41397390365600584,0.024452148430170826,0.059007883071899414,0.0049230858490526145,200,15,5,0.0,0.6,25,entropy,0.05,"{'n_estimators': 200, 'min_samples_split': 15, 'min_samples_leaf': 5, 'min_impurity_decrease': 0.0, 'max_features': 0.6, 'max_depth': 25, 'criterion': 'entropy', 'ccp_alpha': 0.05}",0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.55,0.35,22
0.20401687622070314,0.006534178394835274,0.038857007026672365,0.005055027022155533,100,10,7,0.001,,5,gini,0.01,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 7, 'min_impurity_decrease': 0.001, 'max_features': None, 'max_depth': 5, 'criterion': 'gini', 'ccp_alpha': 0.01}",0.5,0.5,0.0,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.3872983346207417,313
0.7559661149978638,0.014086075574792358,0.09855542182922364,0.0014865078926477233,400,6,7,0.02,0.5,,entropy,0.005,"{'n_estimators': 400, 'min_samples_split': 6, 'min_samples_leaf': 7, 'min_impurity_decrease': 0.02, 'max_features': 0.5, 'max_depth': None, 'criterion': 'entropy', 'ccp_alpha': 0.005}",0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.55,0.35,22
1.1984468221664428,0.10445892060867039,0.145182466506958,0.0056681401237510766,600,15,3,0.02,0.5,,entropy,0.005,"{'n_estimators': 600, 'min_samples_split': 15, 'min_samples_leaf': 3, 'min_impurity_decrease': 0.02, 'max_features': 0.5, 'max_depth': None, 'criterion': 'entropy', 'ccp_alpha': 0.005}",0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.55,0.35,22
0.3904276371002197,0.006864058385740217,0.05789163112640381,0.004279821795186573,200,8,2,0.005,,25,gini,0.001,"{'n_estimators': 200, 'min_samples_split': 8, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.005, 'max_features': None, 'max_depth': 25, 'criterion': 'gini', 'ccp_alpha': 0.001}",0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,1.0,0.0,0.55,0.35,22
1.012820792198181,0.18757235370098818,0.12383952140808105,0.005331566648055018,500,6,5,0.0,0.8,5,gini,0.0,"{'n_estimators': 500, 'min_samples_split': 6, 'min_samples_leaf': 5, 'min_impurity_decrease': 0.0, 'max_features': 0.8, 'max_depth': 5, 'criterion': 'gini', 'ccp_alpha': 0.0}",0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.45,0.35000000000000003,323
0.44319493770599366,0.07413925500417873,0.065047287940979,0.009968051045231829,200,4,1,0.01,0.3,10,entropy,0.001,"{'n_estimators': 200, 'min_samples_split': 4, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.01, 'max_features': 0.3, 'max_depth': 10, 'criterion': 'entropy', 'ccp_alpha': 0.001}",0.5,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.65,0.32015621187164245,2
0.8422912359237671,0.031989080915621054,0.10767505168914795,0.005398238732260566,400,15,5,0.001,0.7,30,gini,0.005,"{'n_estimators': 400, 'min_samples_split': 15, 'min_samples_leaf': 5, 'min_impurity_decrease': 0.001, 'max_features': 0.7, 'max_depth': 30, 'criterion': 'gini', 'ccp_alpha': 0.005}",0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.45,0.35000000000000003,323
1.3266091346740723,0.06617767162171788,0.165061616897583,0.008434137315808032,700,10,7,0.02,0.8,5,entropy,0.01,"{'n_estimators': 700, 'min_samples_split': 10, 'min_samples_leaf': 7, 'min_impurity_decrease': 0.02, 'max_features': 0.8, 'max_depth': 5, 'criterion': 'entropy', 'ccp_alpha': 0.01}",0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.45,0.35000000000000003,323
0.8514965057373047,0.04313539022522072,0.10686750411987304,0.005284421425540255,400,12,3,0.0,0.8,25,gini,0.005,"{'n_estimators': 400, 'min_samples_split': 12, 'min_samples_leaf': 3, 'min_impurity_decrease': 0.0, 'max_features': 0.8, 'max_depth': 25, 'criterion': 'gini', 'ccp_alpha': 0.005}",0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.45,0.35000000000000003,323
2.1859274387359617,0.35552117051732646,0.23565433025360108,0.05902503626649004,800,4,2,0.02,0.3,30,gini,0.02,"{'n_estimators': 800, 'min_samples_split': 4, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.02, 'max_features': 0.3, 'max_depth': 30, 'criterion': 'gini', 'ccp_alpha': 0.02}",0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.45,0.35000000000000003,323
0.608611798286438,0.05289301751164715,0.08277273178100586,0.006288114220751556,300,6,6,0.001,0.6,10,entropy,0.05,"{'n_estimators': 300, 'min_samples_split': 6, 'min_samples_leaf': 6, 'min_impurity_decrease': 0.001, 'max_features': 0.6, 'max_depth': 10, 'criterion': 'entropy', 'ccp_alpha': 0.05}",0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.55,0.35,22
0.21725573539733886,0.01611490009807061,0.041628265380859376,0.005269274757760877,100,8,9,0.0,,15,entropy,0.001,"{'n_estimators': 100, 'min_samples_split': 8, 'min_samples_leaf': 9, 'min_impurity_decrease': 0.0, 'max_features': None, 'max_depth': 15, 'criterion': 'entropy', 'ccp_alpha': 0.001}",0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.55,0.35,22
0.897330904006958,0.22483251600439388,0.13071653842926026,0.03448341246254268,400,5,8,0.001,sqrt,15,entropy,0.01,"{'n_estimators': 400, 'min_samples_split': 5, 'min_samples_leaf': 8, 'min_impurity_decrease': 0.001, 'max_features': 'sqrt', 'max_depth': 15, 'criterion': 'entropy', 'ccp_alpha': 0.01}",0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.55,0.35,22
0.8212169885635376,0.07351189951180052,0.1023780107498169,0.007829024731505008,400,3,6,0.005,0.8,,gini,0.05,"{'n_estimators': 400, 'min_samples_split': 3, 'min_samples_leaf': 6, 'min_impurity_decrease': 0.005, 'max_features': 0.8, 'max_depth': None, 'criterion': 'gini', 'ccp_alpha': 0.05}",0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.45,0.35000000000000003,323
1.1472089767456055,0.06891638922754593,0.15299694538116454,0.02490033267903622,600,12,7,0.001,0.2,5,gini,0.005,"{'n_estimators': 600, 'min_samples_split': 12, 'min_samples_leaf': 7, 'min_impurity_decrease': 0.001, 'max_features': 0.2, 'max_depth': 5, 'criterion': 'gini', 'ccp_alpha': 0.005}",0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.55,0.35,22
1.1397005081176759,0.038575022065003704,0.15305752754211427,0.020659856500932147,600,2,6,0.0,sqrt,,gini,0.01,"{'n_estimators': 600, 'min_samples_split': 2, 'min_samples_leaf': 6, 'min_impurity_decrease': 0.0, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'gini', 'ccp_alpha': 0.01}",0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.55,0.35,22
0.8068033456802368,0.0778909734850448,0.10192794799804687,0.005535580833583629,400,5,9,0.001,0.2,30,entropy,0.02,"{'n_estimators': 400, 'min_samples_split': 5, 'min_samples_leaf': 9, 'min_impurity_decrease': 0.001, 'max_features': 0.2, 'max_depth': 30, 'criterion': 'entropy', 'ccp_alpha': 0.02}",0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.55,0.35,22
1.2596967220306396,0.07490609423697027,0.1514728546142578,0.008580229526547238,600,10,8,0.0,0.5,20,entropy,0.02,"{'n_estimators': 600, 'min_samples_split': 10, 'min_samples_leaf': 8, 'min_impurity_decrease': 0.0, 'max_features': 0.5, 'max_depth': 20, 'criterion': 'entropy', 'ccp_alpha': 0.02}",0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.55,0.35,22
0.9217674970626831,0.07142143799710654,0.12778642177581787,0.012585667190268818,500,2,10,0.0,0.2,20,gini,0.0,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 10, 'min_impurity_decrease': 0.0, 'max_features': 0.2, 'max_depth': 20, 'criterion': 'gini', 'ccp_alpha': 0.0}",0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.55,0.35,22
1.4666571140289306,0.09103012165019944,0.17044010162353515,0.004104022546554205,700,4,3,0.0,sqrt,15,gini,0.01,"{'n_estimators': 700, 'min_samples_split': 4, 'min_samples_leaf': 3, 'min_impurity_decrease': 0.0, 'max_features': 'sqrt', 'max_depth': 15, 'criterion': 'gini', 'ccp_alpha': 0.01}",0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.55,0.35,22
0.4855421781539917,0.08371985624258312,0.06933064460754394,0.012723649122735721,200,12,1,0.02,0.4,30,gini,0.1,"{'n_estimators': 200, 'min_samples_split': 12, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.02, 'max_features': 0.4, 'max_depth': 30, 'criterion': 'gini', 'ccp_alpha': 0.1}",0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.55,0.35,22
0.8942982435226441,0.11862005525187345,0.11122987270355225,0.013079387058047351,400,15,5,0.005,0.1,5,gini,0.005,"{'n_estimators': 400, 'min_samples_split': 15, 'min_samples_leaf': 5, 'min_impurity_decrease': 0.005, 'max_features': 0.1, 'max_depth': 5, 'criterion': 'gini', 'ccp_alpha': 0.005}",0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.55,0.35,22
0.43315606117248534,0.030458680334268663,0.06195812225341797,0.005537459649296605,200,3,3,0.0,0.5,5,entropy,0.2,"{'n_estimators': 200, 'min_samples_split': 3, 'min_samples_leaf': 3, 'min_impurity_decrease': 0.0, 'max_features': 0.5, 'max_depth': 5, 'criterion': 'entropy', 'ccp_alpha': 0.2}",0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.45,0.35000000000000003,323
0.4271007299423218,0.037923681761254345,0.06212747097015381,0.004266610602798472,200,5,5,0.005,0.6,25,gini,0.005,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 5, 'min_impurity_decrease': 0.005, 'max_features': 0.6, 'max_depth': 25, 'criterion': 'gini', 'ccp_alpha': 0.005}",0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.45,0.35000000000000003,323
1.24529128074646,0.07260270574622901,0.14856264591217042,0.007847814053764612,600,8,9,0.02,0.5,10,gini,0.001,"{'n_estimators': 600, 'min_samples_split': 8, 'min_samples_leaf': 9, 'min_impurity_decrease': 0.02, 'max_features': 0.5, 'max_depth': 10, 'criterion': 'gini', 'ccp_alpha': 0.001}",0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.55,0.35,22
0.8056997299194336,0.06850896676936744,0.10312175750732422,0.005657460269598239,400,3,12,0.001,0.2,25,gini,0.01,"{'n_estimators': 400, 'min_samples_split': 3, 'min_samples_leaf': 12, 'min_impurity_decrease': 0.001, 'max_features': 0.2, 'max_depth': 25, 'criterion': 'gini', 'ccp_alpha': 0.01}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485
1.2390477895736693,0.058620376968130807,0.1498962163925171,0.009309065731855994,600,6,5,0.01,0.8,30,entropy,0.0,"{'n_estimators': 600, 'min_samples_split': 6, 'min_samples_leaf': 5, 'min_impurity_decrease': 0.01, 'max_features': 0.8, 'max_depth': 30, 'criterion': 'entropy', 'ccp_alpha': 0.0}",0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.45,0.35000000000000003,323
1.4460545539855958,0.08437899411174708,0.1813145637512207,0.016444218952800346,700,15,12,0.02,0.3,15,entropy,0.005,"{'n_estimators': 700, 'min_samples_split': 15, 'min_samples_leaf': 12, 'min_impurity_decrease': 0.02, 'max_features': 0.3, 'max_depth': 15, 'criterion': 'entropy', 'ccp_alpha': 0.005}",0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.25,0.4031128874149275,462
