mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_min_impurity_decrease,param_max_features,param_max_depth,param_criterion,param_ccp_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.24945673942565919,0.025140539073014306,0.0699737548828125,0.04720426027410485,100,5,5,0.01,sqrt,3,entropy,0.01,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 5, 'min_impurity_decrease': 0.01, 'max_features': 'sqrt', 'max_depth': 3, 'criterion': 'entropy', 'ccp_alpha': 0.01}",0.9846153846153847,0.9538461538461539,0.96,0.967741935483871,0.9523809523809523,0.9637168852652724,0.01177028677246451,22
0.2573250293731689,0.012650280875599027,0.04503321647644043,0.002785567306870656,100,2,5,0.01,sqrt,5,gini,0.0,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 5, 'min_impurity_decrease': 0.01, 'max_features': 'sqrt', 'max_depth': 5, 'criterion': 'gini', 'ccp_alpha': 0.0}",0.976,0.9393939393939394,0.96,0.967741935483871,0.944,0.9574271749755621,0.013881283483202783,58
0.31041741371154785,0.027350100124657314,0.05000538825988769,0.003831161046705253,100,2,20,0.03,,3,entropy,0.001,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 20, 'min_impurity_decrease': 0.03, 'max_features': None, 'max_depth': 3, 'criterion': 'entropy', 'ccp_alpha': 0.001}",0.96,0.9545454545454546,0.9206349206349206,0.9421487603305785,0.9448818897637795,0.9444422050549466,0.013537803637390409,130
0.25078539848327636,0.01706311172533606,0.06669869422912597,0.036598146859325296,100,2,10,0.05,sqrt,10,entropy,0.001,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 10, 'min_impurity_decrease': 0.05, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'entropy', 'ccp_alpha': 0.001}",0.9606299212598425,0.9465648854961832,0.9516129032258065,0.959349593495935,0.944,0.9524314606955535,0.006652091211487177,87
0.1458268165588379,0.016733192820007247,0.03340411186218262,0.0018985117707234172,50,10,20,0.01,log2,10,gini,0.001,"{'n_estimators': 50, 'min_samples_split': 10, 'min_samples_leaf': 20, 'min_impurity_decrease': 0.01, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'gini', 'ccp_alpha': 0.001}",0.967741935483871,0.9312977099236641,0.9354838709677419,0.959349593495935,0.944,0.9475746219742425,0.013923164414704795,114
0.2711925983428955,0.021472022594998686,0.048958969116210935,0.006727685118906625,100,10,2,0.05,0.5,20,entropy,0.0,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.05, 'max_features': 0.5, 'max_depth': 20, 'criterion': 'entropy', 'ccp_alpha': 0.0}",0.96875,0.9545454545454546,0.944,0.9421487603305785,0.9448818897637795,0.9508652209279624,0.009922878992416222,99
1.1215049743652343,0.04629769654264757,0.14682588577270508,0.004906712895462174,500,10,2,0.03,sqrt,10,entropy,0.0,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.03, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'entropy', 'ccp_alpha': 0.0}",0.9767441860465116,0.9538461538461539,0.9682539682539683,0.967741935483871,0.9523809523809523,0.9637934392022915,0.009299485228046184,20
0.2520458698272705,0.014030496950257296,0.04721479415893555,0.005694432890921488,100,5,5,0.05,,3,gini,0.0,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 5, 'min_impurity_decrease': 0.05, 'max_features': None, 'max_depth': 3, 'criterion': 'gini', 'ccp_alpha': 0.0}",0.9516129032258065,0.9545454545454546,0.8852459016393442,0.9421487603305785,0.9365079365079365,0.934012191249824,0.025226904157274826,194
0.2450376033782959,0.013489776590827545,0.044766998291015624,0.0024350075791978423,100,10,2,0.0,sqrt,20,entropy,0.05,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.0, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'entropy', 'ccp_alpha': 0.05}",0.9606299212598425,0.9538461538461539,0.9682539682539683,0.959349593495935,0.944,0.9572159273711799,0.008050619129286013,62
0.24561996459960939,0.015536446313014866,0.04524297714233398,0.002010782048964907,100,2,5,0.01,log2,,gini,0.02,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 5, 'min_impurity_decrease': 0.01, 'max_features': 'log2', 'max_depth': None, 'criterion': 'gini', 'ccp_alpha': 0.02}",0.9841269841269841,0.9384615384615385,0.9516129032258065,0.96,0.944,0.9556402851628658,0.01598326946216935,69
1.533470869064331,0.23710987039392384,0.20172672271728515,0.04236663335164452,500,5,5,0.05,0.5,20,gini,0.05,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 5, 'min_impurity_decrease': 0.05, 'max_features': 0.5, 'max_depth': 20, 'criterion': 'gini', 'ccp_alpha': 0.05}",0.943089430894309,0.9618320610687023,0.9180327868852459,0.9421487603305785,0.944,0.941820607835767,0.01394837648106235,154
0.4873992919921875,0.0817257264764054,0.0843818187713623,0.024379644077512475,200,2,5,0.05,sqrt,10,gini,0.05,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 5, 'min_impurity_decrease': 0.05, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini', 'ccp_alpha': 0.05}",0.9516129032258065,0.921875,0.9256198347107438,0.9421487603305785,0.944,0.9370512996534257,0.011378113221154963,187
