mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ccp_alpha,param_criterion,param_max_depth,param_max_features,param_min_impurity_decrease,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.0055949687957764,0.2701656740594778,0.11749448776245117,0.043795808214501235,0.015,entropy,15,0.3,0.00228649428675409,3,4,200,"OrderedDict({'ccp_alpha': 0.015, 'criterion': 'entropy', 'max_depth': 15, 'max_features': 0.3, 'min_impurity_decrease': 0.00228649428675409, 'min_samples_leaf': 3, 'min_samples_split': 4, 'n_estimators': 200})",0.9767441860465116,0.9618320610687023,0.9682539682539683,0.967741935483871,0.9606299212598425,0.9670404144225792,0.005733225892617263,22
1.2576097965240478,0.3402378095906873,0.17424287796020507,0.047877562594768434,0.012159240341700947,entropy,23,0.4,0.0025072312731752758,4,5,230,"OrderedDict({'ccp_alpha': 0.012159240341700947, 'criterion': 'entropy', 'max_depth': 23, 'max_features': 0.4, 'min_impurity_decrease': 0.0025072312731752758, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 230})",0.9846153846153847,0.9846153846153847,0.9682539682539683,0.967741935483871,0.9457364341085271,0.9701926214154272,0.014310146972339849,7
1.6041341781616212,0.48887383980387344,0.21405620574951173,0.09474734819286065,0.014333327376336892,entropy,29,0.4,0.003104739507490583,3,7,276,"OrderedDict({'ccp_alpha': 0.014333327376336892, 'criterion': 'entropy', 'max_depth': 29, 'max_features': 0.4, 'min_impurity_decrease': 0.003104739507490583, 'min_samples_leaf': 3, 'min_samples_split': 7, 'n_estimators': 276})",0.9846153846153847,0.9770992366412213,0.9606299212598425,0.967741935483871,0.9457364341085271,0.9671645824217693,0.01345680887026774,20
1.2310204029083252,0.3446267769291686,0.14619970321655273,0.0416916946599653,0.014273412457245553,entropy,15,0.4,0.0053641837342037636,3,3,222,"OrderedDict({'ccp_alpha': 0.014273412457245553, 'criterion': 'entropy', 'max_depth': 15, 'max_features': 0.4, 'min_impurity_decrease': 0.0053641837342037636, 'min_samples_leaf': 3, 'min_samples_split': 3, 'n_estimators': 222})",0.9846153846153847,0.9770992366412213,0.9682539682539683,0.976,0.953125,0.9718187179021148,0.010689099177802287,5
1.0846260070800782,0.3155729432436459,0.13233585357666017,0.04558138288095181,0.012186745554582261,entropy,18,sqrt,0.0053264430803118615,5,6,200,"OrderedDict({'ccp_alpha': 0.012186745554582261, 'criterion': 'entropy', 'max_depth': 18, 'max_features': 'sqrt', 'min_impurity_decrease': 0.0053264430803118615, 'min_samples_leaf': 5, 'min_samples_split': 6, 'n_estimators': 200})",0.9846153846153847,0.9465648854961832,0.9682539682539683,0.967741935483871,0.9606299212598425,0.9655612190218499,0.012330823445468635,27
1.8684072494506836,0.5660696737900183,0.16861205101013182,0.0324705898981752,0.007354309681147706,entropy,29,0.1,0.00014542822824053375,6,3,300,"OrderedDict({'ccp_alpha': 0.007354309681147706, 'criterion': 'entropy', 'max_depth': 29, 'max_features': 0.1, 'min_impurity_decrease': 0.00014542822824053375, 'min_samples_leaf': 6, 'min_samples_split': 3, 'n_estimators': 300})",1.0,0.9538461538461539,0.9682539682539683,0.967741935483871,0.9523809523809523,0.9684446019929892,0.017131425813285257,16
1.2798920631408692,0.3070317075544632,0.16001510620117188,0.034689742051893756,0.007572455750539898,entropy,20,sqrt,0.005678767120427905,6,3,300,"OrderedDict({'ccp_alpha': 0.007572455750539898, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_impurity_decrease': 0.005678767120427905, 'min_samples_leaf': 6, 'min_samples_split': 3, 'n_estimators': 300})",0.9846153846153847,0.9538461538461539,0.9682539682539683,0.967741935483871,0.9606299212598425,0.9670174726918441,0.010256946184046939,23
1.2034085273742676,0.31660050892338254,0.1549525737762451,0.06995186473831772,0.014482849634247619,entropy,24,0.4,0.0,7,5,209,"OrderedDict({'ccp_alpha': 0.014482849634247619, 'criterion': 'entropy', 'max_depth': 24, 'max_features': 0.4, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 7, 'min_samples_split': 5, 'n_estimators': 209})",0.9767441860465116,0.9545454545454546,0.9682539682539683,0.967741935483871,0.953125,0.964082108865961,0.008968087315387173,30
1.6128098964691162,0.44599046214865024,0.18680257797241212,0.05274121410896458,0.014671847991002674,entropy,20,0.4,0.003613159646525448,7,7,300,"OrderedDict({'ccp_alpha': 0.014671847991002674, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 0.4, 'min_impurity_decrease': 0.003613159646525448, 'min_samples_leaf': 7, 'min_samples_split': 7, 'n_estimators': 300})",0.9767441860465116,0.9618320610687023,0.9606299212598425,0.967741935483871,0.953125,0.9640146207717855,0.007883378783788246,31
1.2014000415802002,0.376563119619304,0.1222043514251709,0.025615873385592007,0.014721987788895274,entropy,16,0.1,0.005891752841115892,7,6,202,"OrderedDict({'ccp_alpha': 0.014721987788895274, 'criterion': 'entropy', 'max_depth': 16, 'max_features': 0.1, 'min_impurity_decrease': 0.005891752841115892, 'min_samples_leaf': 7, 'min_samples_split': 6, 'n_estimators': 202})",1.0,0.9612403100775194,0.9682539682539683,0.967741935483871,0.9523809523809523,0.9699234332392622,0.01609522398982493,8
